"Type","Object","Status","Message","SCG ID","Priority","SCG Title","Baseline","DISA STIG","PCI DSS 4.0","Remediation"
"vCenter","epavcsa.epa.com","INFO","VMware vCenter Security Settings Audit Utility 8.0.3",,,,,,,
"vCenter","epavcsa.epa.com","INFO","Audit of epavcsa.epa.com started at 2026-09-07 09:02:55 from HCSVDI-28 by broadcom",,,,,,,
"vCenter","epavcsa.epa.com","INFO","EULA accepted.",,,,,,,
"vCenter","epavcsa.epa.com","INFO","Safety checks skipped.",,,,,,,
"vCenter","epavcsa.epa.com","PASS","VirtualCenter.VimPasswordExpirationInDays configured correctly (30)","vcenter-8.vpxuser-rotation","P2","The vCenter Server must configure the vpxuser password to be rotated on an appropriate interval.","30","VCSA-80-000275","N/A","Get-AdvancedSetting -Entity $VC -Name VirtualCenter.VimPasswordExpirationInDays | Set-AdvancedSetting -Value 30"
"vCenter","epavcsa.epa.com","PASS","vpxd.event.syslog.enabled configured correctly (True)","vcenter-8.events-remote-logging","P2","Enable remote logging of vCenter Server events.","true","VCSA-80-000280","10.2.1
10.3.3","Get-AdvancedSetting -Entity $VC -Name vpxd.event.syslog.enabled | Set-AdvancedSetting -Value true"
"vCenter","epavcsa.epa.com","PASS","config.log.level configured correctly (info)","vcenter-8.logs-level-global","P2","The vCenter Server must produce audit records containing information to establish what type of events occurred.","info","VCSA-80-000034","10.2.1
10.3.3","Get-AdvancedSetting -Entity $VC -Name config.log.level | Set-AdvancedSetting -Value info"
"vCenter","epavcsa.epa.com","FAIL","etc.issue contains the default message ( VMware vCenter Server 8.0.3.00900  Type: vCenter Server with an embedded Platform Services Controller  )",,,,,,,
"vCenter","epavcsa.epa.com","FAIL","SSO AutoUnlockIntervalSec not configured correctly ()","vcenter-8.administration-sso-lockout-policy-unlock-time","P0","The vCenter Server must unlock accounts after a specified timeout period.","0","VCSA-80-000266","8.3.4","Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -AutoUnlockIntervalSec 0"
"vCenter","epavcsa.epa.com","PASS","SSO MaxFailedAttempts configured correctly ()","vcenter-8.administration-sso-lockout-policy-max-attempts","P2","The vCenter Server must lock an account after a specified number of failed login attempts.","5","VCSA-80-000023","8.3.4","Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -MaxFailedAttempts 5"
"vCenter","epavcsa.epa.com","FAIL","SSO FailedAttemptIntervalSec not configured correctly ()","vcenter-8.administration-sso-lockout-policy-max-attempts","P2","The vCenter Server must lock an account after a specified number of failed login attempts.","5","VCSA-80-000023","8.3.4","Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -MaxFailedAttempts 5"
"vCenter","epavcsa.epa.com","PASS","SSO MaxIdenticalAdjacentCharacters configured correctly (3)","vcenter-8.administration-sso-password-policy","P1","The vCenter Server must enforce password complexity.","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent","VCSA-80-000069
VCSA-80-000071
VCSA-80-000072
VCSA-80-000073
VCSA-80-000074","8.3.1
8.3.6","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3"
"vCenter","epavcsa.epa.com","PASS","SSO MinUppercaseCount configured correctly (1)","vcenter-8.administration-sso-password-policy","P1","The vCenter Server must enforce password complexity.","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent","VCSA-80-000069
VCSA-80-000071
VCSA-80-000072
VCSA-80-000073
VCSA-80-000074","8.3.1
8.3.6","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3"
"vCenter","epavcsa.epa.com","PASS","SSO MinSpecialCharCount configured correctly (1)","vcenter-8.administration-sso-password-policy","P1","The vCenter Server must enforce password complexity.","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent","VCSA-80-000069
VCSA-80-000071
VCSA-80-000072
VCSA-80-000073
VCSA-80-000074","8.3.1
8.3.6","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3"
"vCenter","epavcsa.epa.com","PASS","SSO ProhibitedPreviousPasswordsCount configured correctly (5)","vcenter-8.administration-sso-password-reuse","P2","Configure the password history setting to restrict the reuse of passwords on the vCenter Server.","5","VCSA-80-000070","8.3.7","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -ProhibitedPreviousPasswordsCount 5"
"vCenter","epavcsa.epa.com","FAIL","SSO MaxLength not configured correctly (20)","vcenter-8.administration-sso-password-policy","P1","The vCenter Server must enforce password complexity.","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent","VCSA-80-000069
VCSA-80-000071
VCSA-80-000072
VCSA-80-000073
VCSA-80-000074","8.3.1
8.3.6","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3"
"vCenter","epavcsa.epa.com","PASS","SSO MinAlphabeticCount configured correctly (2)","vcenter-8.administration-sso-password-policy","P1","The vCenter Server must enforce password complexity.","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent","VCSA-80-000069
VCSA-80-000071
VCSA-80-000072
VCSA-80-000073
VCSA-80-000074","8.3.1
8.3.6","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3"
"vCenter","epavcsa.epa.com","PASS","SSO MinLowercaseCount configured correctly (1)","vcenter-8.administration-sso-password-policy","P1","The vCenter Server must enforce password complexity.","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent","VCSA-80-000069
VCSA-80-000071
VCSA-80-000072
VCSA-80-000073
VCSA-80-000074","8.3.1
8.3.6","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3"
"vCenter","epavcsa.epa.com","FAIL","SSO PasswordLifetimeDays not configured correctly (0)","vcenter-8.administration-sso-password-lifetime","P1","The vCenter Server must be configured with an appropriate maximum password age.","9999","VCSA-80-000079","8.3.9","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -PasswordLifetimeDays 9999"
"vCenter","epavcsa.epa.com","FAIL","SSO MinLength not configured correctly (8)","vcenter-8.administration-sso-password-policy","P1","The vCenter Server must enforce password complexity.","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent","VCSA-80-000069
VCSA-80-000071
VCSA-80-000072
VCSA-80-000073
VCSA-80-000074","8.3.1
8.3.6","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3"
"vCenter","epavcsa.epa.com","PASS","SSO MinNumericCount configured correctly (1)","vcenter-8.administration-sso-password-policy","P1","The vCenter Server must enforce password complexity.","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent","VCSA-80-000069
VCSA-80-000071
VCSA-80-000072
VCSA-80-000073
VCSA-80-000074","8.3.1
8.3.6","Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3"
"vCenter","epavcsa.epa.com","PASS","Distributed switch 'epa-service' is not configured to allow promiscuous mode (False)","vcenter-8.network-reject-promiscuous-mode-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject guest promiscuous mode requests.","Reject","VCSA-80-000270","1.4.5","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false"
"vCenter","epavcsa.epa.com","PASS","Distributed switch 'epa-service' is not configured to allow MAC address changes (False)","vcenter-8.network-reject-mac-changes-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject guest MAC address changes.","Reject","VCSA-80-000269","1.4.3","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false"
"vCenter","epavcsa.epa.com","PASS","Distributed switch 'epa-service' is not configured to allow forged transmits (False)","vcenter-8.network-reject-forged-transmit-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject forged transmits.","Reject","VCSA-80-000268","1.4.3","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false"
"vCenter","epavcsa.epa.com","FAIL","Distributed switch 'epa-service' link discovery is not configured correctly (listen)","vcenter-8.network-restrict-discovery-protocol","P1 Upon Feature Enablement","The vCenter Server must deactivate CDP/LLDP on distributed switches unless used intentionally.","none","VCSA-80-000299","1.4.5","$VDview = Get-VDSwitch -Name $VDS | Get-View $ConfigSpec = New-Object VMware.Vim.VMwareDVSConfigSpec $ConfigSpec.LinkDiscoveryProtocolConfig = New-Object VMware.Vim.LinkDiscoveryProtocolConfig $ConfigSpec.LinkDiscoveryProtocolConfig.Protocol = 'cdp' $ConfigSpec.LinkDiscoveryProtocolConfig.Operation = 'none' $ConfigSpec.ConfigVersion = $VDview.Config.ConfigVersion $VDview.ReconfigureDvs_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed switch 'epa-service' NetFlow is configured correctly ()","vcenter-8.network-restrict-netflow-usage","P2 Upon Feature Enablement","The vCenter Server must ensure that NetFlow traffic is being sent to authorized collectors.","Not Configured","VCSA-80-000271","1.4.5","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.DefaultPortConfig.IpfixEnabled = New-Object VMware.Vim.BoolPolicy $ConfigSpec.DefaultPortConfig.IpfixEnabled.Inherited = $false $ConfigSpec.DefaultPortConfig.IpfixEnabled.Value = $false $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed switch 'epa-service' port mirroring is inactive ()","vcenter-8.network-restrict-port-mirroring","P2 Upon Feature Enablement","The vCenter Server must remove unauthorized port mirroring sessions on distributed switches.","Not Configured","VCSA-80-000300","1.4.5","N/A"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.8.x' is not configured to allow promiscuous mode (False)","vcenter-8.network-reject-promiscuous-mode-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject guest promiscuous mode requests.","Reject","VCSA-80-000270","1.4.5","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.8.x' is not configured to allow MAC address changes (False)","vcenter-8.network-reject-mac-changes-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject guest MAC address changes.","Reject","VCSA-80-000269","1.4.3","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.8.x' is not configured to allow forged transmits (False)","vcenter-8.network-reject-forged-transmit-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject forged transmits.","Reject","VCSA-80-000268","1.4.3","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.8.x' is not configured to allow VLAN 4095 (VLAN 2008)",,,,,,,
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.8.x' does not appear to be configured to use a default VLAN (VLAN 2008)",,,,,,,
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.8.x' is configured to reset port configuration on disconnect (True)","vcenter-8.network-reset-port","P2 Upon Feature Enablement","The vCenter Server must reset port configuration when virtual machines are disconnected.","Enabled","VCSA-80-000302","N/A","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.Policy = New-Object VMware.Vim.VMwareDVSPortgroupPolicy $ConfigSpec.Policy.PortConfigResetAtDisconnect = $true $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.8.x' NetFlow is configured correctly (False)","vcenter-8.network-restrict-netflow-usage","P2 Upon Feature Enablement","The vCenter Server must ensure that NetFlow traffic is being sent to authorized collectors.","Not Configured","VCSA-80-000271","1.4.5","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.DefaultPortConfig.IpfixEnabled = New-Object VMware.Vim.BoolPolicy $ConfigSpec.DefaultPortConfig.IpfixEnabled.Inherited = $false $ConfigSpec.DefaultPortConfig.IpfixEnabled.Value = $false $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.8.x' policies are configured correctly (VlanOverrideAllowed: False, UplinkTeamingOverrideAllowed: False, SecurityPolicyOverrideAllowed: False, MacManagementOverrideAllowed: False, BlockOverrideAllowed: True, ShapingOverrideAllowed: False, IpfixOverrideAllowed: False, VendorConfigOverrideAllowed: False, LivePortMovingAllowed: False, NetworkResourcePoolOverrideAllowed: False, TrafficFilterOverrideAllowed: False)",,,,,,,
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.8.x' MAC learning is not enabled (False)","vcenter-8.network-mac-learning","P2 Upon Feature Enablement","All distributed switch port groups must deactivate MAC Learning unless used intentionally.","Disabled","N/A","1.4.5","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.DefaultPortConfig.MacManagementPolicy = New-Object VMware.Vim.DVSMacManagementPolicy $ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy = New-Object VMware.Vim.DVSMacLearningPolicy $ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy.Enabled = $false $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.7.x' is not configured to allow promiscuous mode (False)","vcenter-8.network-reject-promiscuous-mode-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject guest promiscuous mode requests.","Reject","VCSA-80-000270","1.4.5","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.7.x' is not configured to allow MAC address changes (False)","vcenter-8.network-reject-mac-changes-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject guest MAC address changes.","Reject","VCSA-80-000269","1.4.3","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.7.x' is not configured to allow forged transmits (False)","vcenter-8.network-reject-forged-transmit-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject forged transmits.","Reject","VCSA-80-000268","1.4.3","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.7.x' is not configured to allow VLAN 4095 (VLAN 2007)",,,,,,,
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.7.x' does not appear to be configured to use a default VLAN (VLAN 2007)",,,,,,,
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.7.x' is configured to reset port configuration on disconnect (True)","vcenter-8.network-reset-port","P2 Upon Feature Enablement","The vCenter Server must reset port configuration when virtual machines are disconnected.","Enabled","VCSA-80-000302","N/A","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.Policy = New-Object VMware.Vim.VMwareDVSPortgroupPolicy $ConfigSpec.Policy.PortConfigResetAtDisconnect = $true $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.7.x' NetFlow is configured correctly (False)","vcenter-8.network-restrict-netflow-usage","P2 Upon Feature Enablement","The vCenter Server must ensure that NetFlow traffic is being sent to authorized collectors.","Not Configured","VCSA-80-000271","1.4.5","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.DefaultPortConfig.IpfixEnabled = New-Object VMware.Vim.BoolPolicy $ConfigSpec.DefaultPortConfig.IpfixEnabled.Inherited = $false $ConfigSpec.DefaultPortConfig.IpfixEnabled.Value = $false $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.7.x' policies are configured correctly (VlanOverrideAllowed: False, UplinkTeamingOverrideAllowed: False, SecurityPolicyOverrideAllowed: False, MacManagementOverrideAllowed: False, BlockOverrideAllowed: True, ShapingOverrideAllowed: False, IpfixOverrideAllowed: False, VendorConfigOverrideAllowed: False, LivePortMovingAllowed: False, NetworkResourcePoolOverrideAllowed: False, TrafficFilterOverrideAllowed: False)",,,,,,,
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.7.x' MAC learning is not enabled (False)","vcenter-8.network-mac-learning","P2 Upon Feature Enablement","All distributed switch port groups must deactivate MAC Learning unless used intentionally.","Disabled","N/A","1.4.5","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.DefaultPortConfig.MacManagementPolicy = New-Object VMware.Vim.DVSMacManagementPolicy $ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy = New-Object VMware.Vim.DVSMacLearningPolicy $ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy.Enabled = $false $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.6.x' is not configured to allow promiscuous mode (False)","vcenter-8.network-reject-promiscuous-mode-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject guest promiscuous mode requests.","Reject","VCSA-80-000270","1.4.5","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.6.x' is not configured to allow MAC address changes (False)","vcenter-8.network-reject-mac-changes-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject guest MAC address changes.","Reject","VCSA-80-000269","1.4.3","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $false"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.6.x' is not configured to allow forged transmits (False)","vcenter-8.network-reject-forged-transmit-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject forged transmits.","Reject","VCSA-80-000268","1.4.3","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $false"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.6.x' is not configured to allow VLAN 4095 (VLAN 2006)",,,,,,,
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.6.x' does not appear to be configured to use a default VLAN (VLAN 2006)",,,,,,,
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.6.x' is configured to reset port configuration on disconnect (True)","vcenter-8.network-reset-port","P2 Upon Feature Enablement","The vCenter Server must reset port configuration when virtual machines are disconnected.","Enabled","VCSA-80-000302","N/A","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.Policy = New-Object VMware.Vim.VMwareDVSPortgroupPolicy $ConfigSpec.Policy.PortConfigResetAtDisconnect = $true $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.6.x' NetFlow is configured correctly (False)","vcenter-8.network-restrict-netflow-usage","P2 Upon Feature Enablement","The vCenter Server must ensure that NetFlow traffic is being sent to authorized collectors.","Not Configured","VCSA-80-000271","1.4.5","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.DefaultPortConfig.IpfixEnabled = New-Object VMware.Vim.BoolPolicy $ConfigSpec.DefaultPortConfig.IpfixEnabled.Inherited = $false $ConfigSpec.DefaultPortConfig.IpfixEnabled.Value = $false $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.6.x' policies are configured correctly (VlanOverrideAllowed: False, UplinkTeamingOverrideAllowed: False, SecurityPolicyOverrideAllowed: False, MacManagementOverrideAllowed: False, BlockOverrideAllowed: True, ShapingOverrideAllowed: False, IpfixOverrideAllowed: False, VendorConfigOverrideAllowed: False, LivePortMovingAllowed: False, NetworkResourcePoolOverrideAllowed: False, TrafficFilterOverrideAllowed: False)",,,,,,,
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.6.x' MAC learning is not enabled (False)","vcenter-8.network-mac-learning","P2 Upon Feature Enablement","All distributed switch port groups must deactivate MAC Learning unless used intentionally.","Disabled","N/A","1.4.5","$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View  $ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec $ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting $ConfigSpec.DefaultPortConfig.MacManagementPolicy = New-Object VMware.Vim.DVSMacManagementPolicy $ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy = New-Object VMware.Vim.DVSMacLearningPolicy $ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy.Enabled = $false $ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion $VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
"vCenter","epavcsa.epa.com","PASS","Distributed portgroup 'KYK_PG_10.200.5.x' is not configured to allow promiscuous mode (False)","vcenter-8.network-reject-promiscuous-mode-dvportgroup","P2 Upon Feature Enablement","All distributed switches and their port groups must be configured to reject guest promiscuous mode requests.","Reject","VCSA-80-000270","1.4.5","Get-VDSwitch -Name $VDS | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false Get-VDPortgroup -Name $VDPG | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $false"
